book_id,goodreads_book_id,best_book_id,work_id,books_count,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,title_length,authors_count,rating_deviation
3943,544424,544424,531712,24,Simone Elkeles,2007,"Leaving Paradise (Leaving Paradise, #1)",eng,4.02,37323,38657,2292,688,2184,7723,13132,14930,39,1,79382.95108621984
3944,475276,475276,463514,13,Yukiru Sugisaki,1997,"D.N.Angel, Vol. 1 (D.N.Angel, #1)",en-US,4.01,25247,25424,137,689,1837,5301,6275,11322,33,1,43994.23663624922
3945,226791,226791,3181762,80,David Baldacci,1996,Total Control,en-US,4.06,24438,26728,663,214,728,5604,11006,9176,13,1,62083.776551930554
3946,6411016,6411016,6599953,49,Karl Marlantes,2009,Matterhorn,eng,4.25,22525,26574,2664,509,907,3153,8970,13035,10,1,46650.70258523369
3947,2159225,2159225,2927650,38,"Trenton Lee Stewart, Diana Sudyka",2008,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",en-US,4.19,31395,33844,2145,237,879,5610,12486,14632,94,2,68301.3516830162
3948,37526,37526,1493394,599,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1599,Henry V,eng,3.87,29341,33067,941,575,2457,8314,11156,10565,7,3,73910.46751413796
3949,19083,19083,14746717,355,Aristotle,-350,Politics,eng,3.91,22128,24041,289,439,1424,5899,8275,8004,8,1,53211.57465621231
3950,522776,522776,2712410,74,Jordan Belfort,2007,The Wolf of Wall Street,eng,3.67,18289,22765,1915,965,2221,5972,7835,5772,23,1,52737.93773555897
3951,174834,174834,2723088,55,Dietrich Bonhoeffer,1937,The Cost of Discipleship,eng,4.35,23544,24401,807,198,555,2801,7717,13130,24,1,40190.04046350559
3952,29430012,29430012,45743836,29,Amor Towles,2016,A Gentleman in Moscow,eng,4.37,33394,46320,7226,517,1244,4654,14274,25631,21,1,73036.13673143351
3953,6792458,6792458,6996712,18,Michelle Alexander,2010,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,eng,4.49,23205,27002,3438,186,432,2003,7860,16521,65,1,38134.549217835716
3954,32585,32585,3135610,53,"Knut Hamsun, George Egerton",1890,Hunger,eng,4.09,21394,28142,1932,369,1275,4849,10474,11175,6,2,58630.075466562426
3955,18465852,18465852,26124107,28,Cristina Henriquez,2014,The Book of Unknown Americans,eng,3.85,22461,25028,3233,277,1209,6327,11344,5871,29,1,66503.02288636727
3956,11112619,11112619,16035084,30,Lauren DeStefano,2012,"Fever (The Chemical Garden, #2)",eng,3.79,37188,38997,3219,1055,3205,10268,12795,11674,31,1,87344.28678180373
3957,64865,64865,1963457,73,Sue Grafton,1985,"B is for Burglar  (Kinsey Millhone, #2)",eng,3.83,32733,35653,1233,176,1344,11237,14412,8484,39,1,93876.01980169972
3958,3289281,3289281,3325741,50,Kate Atkinson,2008,"When Will There Be Good News? (Jackson Brodie, #3)",en-US,3.97,25366,28875,2637,366,1096,5875,13164,8374,50,1,72112.42004329004
3959,3134981,3134981,3166405,24,"Brian Azzarello, Lee Bermejo",2008,The Joker,eng,4.04,23033,23967,764,438,1351,4656,7782,9740,9,2,47366.07196061251
3960,359375,359375,349497,80,"Sergei Lukyanenko, Andrew Bromfield",1998,Night Watch (Watch #1),eng,3.97,25574,32363,1834,503,1708,6635,12853,10664,22,2,74235.61756048574
3961,17402288,17402288,24237023,34,Jenny Offill,2014,Dept. of Speculation,eng,3.72,20253,24533,3938,776,2257,6130,9259,6111,20,1,59168.96546529165
3962,22544024,22544024,41824847,10,Susan Meissner,2015,Secrets of a Charmed Life,eng,4.17,21375,25643,3102,236,569,3741,11265,9832,25,1,57191.08709238388
3963,85448,85448,517820,52,Pat Conroy,1976,The Great Santini,eng,4.13,22921,25196,971,220,743,4387,10145,9701,17,1,55013.055107159875
3964,51606,51606,180461,77,Dalton Trumbo,1939,Johnny Got His Gun,eng,4.16,24871,27071,1767,463,1053,4303,9131,12121,18,1,51082.39874256585
3965,32502,32502,2449470,93,Michael Connelly,1999,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",eng,4.13,25469,30538,1207,61,488,5280,14394,10315,57,1,74336.81887942892
3966,4909,4909,3060322,71,Frank McCourt,2005,"Teacher Man (Frank McCourt, #3)",en-CA,3.73,23736,26183,2065,398,1970,7967,9765,6083,31,1,66507.89163159301
3967,5489684,5489684,5557331,7,Ellen Schreiber,2008,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",en-US,4.12,25698,25846,480,834,1665,4526,5274,13547,52,1,37176.74071500425
3968,9307674,9307674,14190669,41,Eoin Colfer,2012,"The Last Guardian (Artemis Fowl, #8)",eng,4.15,34459,36931,1983,689,1474,6129,11925,16714,36,1,68352.41286859277
3969,414895,414895,2939507,129,"Pierre Boulle, Xan Fielding",1963,Planet of the Apes,eng,3.91,22742,26274,1025,490,1408,6465,9507,8404,18,2,59754.50929968791
3970,7600922,7600922,10018961,28,Rachel Caine,2010,"Ghost Town (The Morganville Vampires, #9)",en-US,4.27,31362,33431,1125,262,900,5271,10146,16852,41,1,57941.79041518352
3971,182496,182496,1279777,23,Belva Plain,1978,Evergreen,eng,3.98,23790,24231,247,256,1055,5970,8544,8406,9,1,53945.714554909
3972,356373,356373,346544,5,"Henry T. Blackaby, Claude V. King, Richard Blackaby",1976,"Experiencing God: Knowing and Doing the Will of God, Workbook",eng,4.32,21778,22050,224,326,726,2935,5734,12329,61,3,32874.11569160998
3973,592657,592657,1257919,43,James Dickey,1970,Deliverance,eng,3.86,24522,25570,978,607,1425,6173,10094,7271,11,1,61143.28178333985
3974,28547,28547,2971170,45,Anne McCaffrey,1977,"Dragonsinger (Harper Hall, #2)",eng,4.26,31874,34877,608,104,658,5518,12332,16265,30,1,67100.59176592022
3975,13049981,13049981,18214662,24,Cynthia Hand,2013,"Boundless (Unearthly, #3)",eng,4.15,36433,38101,3716,566,1535,6503,12666,16831,25,1,72683.35873467887
3976,29354916,29354916,49477649,47,John Grisham,2016,The Whistler,en-GB,3.87,34797,38967,3480,744,2189,9685,15286,11063,12,1,93838.28953447788
3977,568454,568454,555516,13,"Katsura Hoshino, Mayumi Kobayashi",2004,"D.Gray-man, Volume 01",eng,4.21,23910,24060,231,485,1049,3715,6386,12425,21,2,38308.792086450536
3978,41810,41810,905286,85,Isaac Asimov,1983,The Robots of Dawn (Robot #3),eng,4.13,26075,29192,840,103,677,5409,12275,10728,29,1,66583.96748972322
3979,18431,18431,3805,82,"Ian Caldwell, Dustin Thomason",2004,The Rule of Four,eng,3.22,22724,28872,1984,1909,4958,10594,7787,3624,16,2,70940.84759767249
3980,16718083,16718083,22957415,30,Jessica Sorensen,2013,"The Redemption of Callie & Kayden (The Coincidence, #2)",eng,4.11,38452,43215,2952,468,1629,7787,16091,17240,55,1,90521.10467777392
3981,16277248,16277248,21403929,6,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",2013,"Avatar: The Last Airbender (The Search, #1)",eng,4.29,19675,19963,449,442,668,2675,5072,11106,43,5,29214.071646045184
3982,32505,32505,590167,97,Michael Connelly,2005,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",eng,4.08,24688,29798,1229,73,525,5740,14070,9390,57,1,74482.65560910129
3983,275000,275000,1245366,63,Erin Hunter,2003,"Fire and Ice (Warriors, #2)",eng,4.36,30745,32641,1276,197,710,4307,9341,18086,27,1,51515.130442082045
3984,5509920,5509920,5620959,46,Gena Showalter,2009,The Darkest Whisper (Lords of the Underworld #4),eng,4.33,35144,36739,1036,170,706,4991,11953,18919,48,1,64033.904784289174
3985,46190,46190,45332,22,Rob Sheffield,2007,Love Is a Mix Tape,en-US,3.83,21971,24597,2403,611,1715,6230,8644,7397,18,1,56090.333638655124
3986,14595,14595,1820137,28,"Legs McNeil, Gillian McCain",1996,Please Kill Me: The Uncensored Oral History of Punk,en-US,4.16,20652,21763,902,542,818,3347,6989,10067,51,2,39097.47287046823
3987,29632984,29057887,49243235,8,Marybeth Mayhew Whalen,2016,The Things We Wish Were True,eng,3.83,20868,29662,2022,400,1581,8038,12428,7215,28,1,76593.04620254872
3988,833549,833549,1451198,48,Arnold Lobel,1976,"Frog and Toad All Year (Frog and Toad, #3)",en-US,4.34,28930,29452,198,259,769,4414,7194,16816,42,1,43304.194814613606
3989,68418,68418,66312,16,R.A. Salvatore,1998,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",eng,4.33,20722,22287,423,171,616,2897,6601,12002,107,1,36163.02260106789
3990,30225,30225,1703667,37,Laurell K. Hamilton,2007,"The Harlequin (Anita Blake, Vampire Hunter #15)",en-US,3.9,35620,37781,819,1199,3090,8085,11138,14269,47,1,73793.78838304967
3991,237320,237320,894503,27,Sarah Weeks,2004,So B. It,eng,4.1,26658,27496,2467,324,1126,5244,9595,11207,8,1,56046.137932790225
3992,1675216,1675216,3316094,30,Margaret Peterson Haddix,2008,"Found (The Missing, #1)",eng,3.97,30807,32955,3412,468,1745,7432,11819,11491,23,1,72599.71343802154
3993,26192467,26192467,46165271,20,Emily Giffin,2016,First Comes Love,eng,3.6,22055,28025,2468,578,2428,9539,10457,5023,16,1,74727.49616413917
3994,682745,682745,922689,22,Jim Carroll,1978,The Basketball Diaries,eng,3.98,23739,24293,414,380,1033,5445,9258,8177,22,1,55058.66299510146
3995,59978,59978,2801584,33,Frank Miller,1996,"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)",eng,4.22,22932,23547,257,270,640,3534,8400,10703,52,1,45218.492688665225
3996,68458,68458,1877722,96,Andrzej Sapkowski,1994,"Krew elfów (Saga o Wiedźminie, #3)",pol,4.23,11981,29790,1135,152,709,4315,11554,13060,34,1,60433.42201074186
3997,6697,6697,851747,40,Rebecca Wells,1992,Little Altars Everywhere,eng,3.55,25045,26559,901,532,2750,9728,8645,4904,24,1,68736.47322753115
3998,82747,82747,3241063,67,Marian Keyes,2002," Angels (Walsh Family, #3)",en-US,3.73,25680,27576,680,573,2029,8418,9755,6801,26,1,67763.96313751087
3999,8306745,8306745,13155786,26,Brandon Mull,2011,"A World Without Heroes (Beyonders, #1)",en-US,4.07,27160,28479,2513,646,1236,5155,9902,11540,38,1,56905.09605428561
4000,5201089,5201089,6627900,43,John Flanagan,2008,"The Kings of Clonmel (Ranger's Apprentice, #8)",eng,4.29,30299,34595,971,323,715,4756,11454,17347,46,1,61197.79715421304
4001,25816688,29875363,40296144,42,Joe Hill,2016,The Fireman,eng,3.92,17052,27936,4707,608,1756,5728,11042,8802,11,1,64261.49538659793
4002,19346451,19346451,26378005,43,Pittacus Lore,2014,"The Revenge of Seven (Lorien Legacies, #5)",eng,4.28,26075,29754,2460,158,581,4234,10602,14179,42,1,56120.66270484641
4003,387749,387749,1434214,612,Lew Wallace,1880,Ben-Hur: A Tale of the Christ,eng,4.02,25280,27622,751,496,1443,5827,9129,10727,29,1,56392.96174933025
4004,9646,9646,2566499,151,"George Orwell, Lionel Trilling",1938,Homage to Catalonia,eng,4.14,22227,25881,1500,176,733,4407,10529,10036,19,2,56633.07887407751
4005,251519,251519,1154583,52,Lolly Winston,2004,Good Grief,en-US,3.72,24273,25350,1330,449,1718,7963,9468,5752,10,1,64752.854516765285
4006,18635622,18635622,24992268,79,"George R.R. Martin, Gary Gianni",2013,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",eng,4.19,20009,29445,2769,110,607,4513,12551,11664,64,2,64853.17064187468
4007,7747263,7747263,7204808,24,Melissa de la Cruz,2010,"Misguided Angel (Blue Bloods, #5)",en-US,3.93,33454,34938,1214,654,2382,8415,10762,12725,33,1,72408.75108306142
4008,16109563,16109563,21882391,15,Madeline Sheehan,2012,"Undeniable (Undeniable, #1)",eng,4.08,38501,44425,4428,1760,2327,6763,13460,20115,27,1,77029.34392796848
4009,6613,6613,2548756,57,Candace Bushnell,2000,Four Blondes,eng,2.8,22278,23272,943,3921,5722,7219,3904,2506,12,1,44799.33841526298
4010,949709,949709,1224619,23,Pam Adams,1973,There Was An Old Lady Who Swallowed A Fly (Classic Books),eng,4.2,26360,26636,266,393,1162,4986,6220,13875,57,1,41775.8045577414
4011,28233082,28233082,48263544,27,Robert Bryndza,2016,"The Girl In The Ice (Detective Erika Foster, #1)",eng,3.95,33739,37924,2987,930,1867,7747,15080,12300,48,1,86370.5716643814
4012,1270615,1270615,1259542,13,"Joss Whedon, Georges Jeanty",2007,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",en-CA,3.96,26561,27015,997,708,1516,5950,8882,9959,58,2,55707.803235239684
4013,7324659,7324659,8914542,34,Anthony Bourdain,2010,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,en-US,3.73,21973,24355,2102,442,1565,7263,9840,5245,75,1,63841.806780948464
4014,3562,3562,1223124,137,L.M. Montgomery,1923,"Emily of New Moon (Emily, #1)",eng,4.09,33317,34636,1152,449,1371,6963,11736,14117,29,1,70132.12790853447
4015,113205,113205,2470656,175,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",1925,Heart of a Dog,eng,4.14,20086,25687,1103,192,883,4552,9477,10583,14,3,53144.19999143536
4016,676737,676737,1348308,48,John Gardner,1970,Grendel,en-US,3.69,25787,26813,1550,1165,2544,6756,9262,7086,7,1,61244.01137396039
4017,68528,68528,891875,78,Bernard Cornwell,2005,"The Pale Horseman (The Saxon Stories, #2)",en-US,4.27,21686,27061,1096,76,283,3463,11690,11549,41,1,57645.40388270944
4018,64582,64582,62690,61,James Gleick,1987,Chaos: Making a New Science,eng,3.98,21703,23320,658,399,1054,5022,9039,7806,27,1,52936.65367066895
4019,16982,16982,265304,41,"Kurt Busiek, Alex Ross",1993,Marvels,eng,4.21,21636,22706,501,285,763,3624,7190,10844,7,2,40879.597915088525
4020,13722902,13722902,19355962,62,Dave Eggers,2012,A Hologram for the King,eng,3.29,20094,22851,2774,759,3416,9129,7439,2108,23,1,63219.75124896066
4021,10959277,10959277,15876972,40,"Jay Asher, Carolyn Mackler",2011,The Future of Us,en-US,3.58,32986,36771,5271,936,4160,11870,12327,7478,16,2,92306.59683391804
4022,1713912,1713912,6634474,53,James Patterson,2008,"Cross Country (Alex Cross, #14)",eng,3.83,26068,29311,1708,744,2124,7254,10327,8862,31,1,66579.34171914982
4023,6538757,6538757,6730978,14,Kristen Ashley,2008,"Rock Chick (Rock Chick, #1)",en-GB,4.2,41292,44989,3368,977,1773,6301,14306,21632,27,1,78702.604143235
4024,11366397,11366397,16297209,20,Suzanne Young,2013,"The Program (The Program, #1)",eng,4.07,30517,32905,4437,753,1714,5710,11091,13637,29,1,64175.14217748062
4025,84777,84777,1128039,102,Michael Connelly,2002,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",eng,4.04,25096,29896,1239,94,601,6031,14332,8838,58,1,76534.51812416378
4026,45244,45244,44507,36,Peter F. Hamilton,2005,Judas Unchained,eng,4.3,20850,24333,901,142,492,2889,9266,11544,15,1,46579.67208728887
4027,7035,7035,5913092,66,Alexander McCall Smith,2001,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",eng,3.97,29574,32422,1507,74,697,8014,14913,8724,65,1,85019.31538276479
4028,4570679,4570679,4620030,15,Jennifer Echols,2009,Going Too Far,en-US,3.93,35071,35666,1673,842,2356,8204,11260,13004,13,1,73527.75302472943
4029,16240761,16240761,19110442,53,Philipp Meyer,2012,The Son,eng,3.98,19821,24320,3032,550,1278,4659,9423,8410,7,1,53680.709029605256
4030,84132,84132,81223,28,Sherrilyn Kenyon,2007,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",en-US,4.06,34888,36336,867,436,1905,7657,11207,15131,51,1,71179.14209489211
4031,33455,33455,3135654,27,"Christopher Moore, Oliver Wyman",1997,Island of the Sequined Love Nun,en-GB,3.78,25166,26364,1243,333,1661,7793,10233,6344,31,2,67304.98315581854
4032,26114135,26114135,46061078,7,Bryn Greenwood,2016,All the Ugly and Wonderful Things,eng,4.12,30089,35184,5837,860,1416,4907,13523,14478,33,1,70791.17746930422
4033,16101126,16101126,19144117,24,Sarah Dessen,2013,The Moon and More,eng,3.63,29896,31583,3020,971,3100,9970,10172,7370,17,1,75831.79676693158
4034,353,353,75443,53,Robert A. Heinlein,1973,Time Enough for Love,eng,3.96,25603,27482,683,663,1766,5936,8866,10251,20,1,56146.82503893458
4035,3895,3895,7619,4,"Ina Garten, Melanie Acevedo",1999,The Barefoot Contessa Cookbook,en-GB,4.21,22497,22566,160,647,743,3098,6811,11267,30,2,37383.70645484357
4036,7800188,7800188,10780344,50,"Kathy Reichs, Brendan Reichs",2010,"Virals (Virals, #1)",en-US,3.94,30226,32237,2630,838,2068,6906,10864,11561,19,2,67477.73312591123
4037,12902549,12902549,18056954,27,"Laura Schroff, Alex Tresniowski, Valerie Salembier",2010,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",eng,4.0,22781,24873,3581,181,1044,5304,10358,7986,126,3,59256.60535520444
4038,6167746,6167746,19190253,3,"P.C. Cast, Kristin Cast",2007,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",eng,4.37,22276,22440,263,467,806,2677,4398,14092,59,2,26775.50992869875
4039,6365221,6365221,6552532,22,Rhoda Janzen,2009,Mennonite in a Little Black Dress: A Memoir of Going Home,en-US,3.17,23096,27991,4191,1769,5123,10687,7474,2938,57,1,70437.69481154656
4040,830791,830791,816448,72,David Baldacci,1998,The Simple Truth,en-US,4.03,23615,25084,567,172,639,5452,10706,8115,16,1,60291.647564981664
4041,26891429,26891429,17359681,3,Justin Cronin,2016,"The City of Mirrors (The Passage, #3)",eng,4.2,16352,26873,3555,246,848,3897,10172,11710,37,1,53835.378766791946
4042,91249,91249,2494398,52,Beverly Cleary,1984,"Ramona Forever (Ramona, #7)",eng,4.05,26685,28091,371,366,976,6410,9563,10776,27,1,59073.968052045144
4043,5508,5508,318156,12,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992,Anne Frank: Beyond the Diary - A Photographic Remembrance,eng,4.25,22725,22852,181,499,720,3250,6564,11819,57,6,36953.83598809732
4044,395962,395962,848910,34,Jacqueline Carey,2002,"Kushiel's Chosen (Phèdre's Trilogy, #2)",en-US,4.31,28621,30505,829,296,807,3925,9665,15812,39,1,51759.901706277655
4045,22874559,22874559,42438620,8,Chetan Bhagat,2014,Half Girlfriend,en-CA,3.16,22082,27146,2067,3207,5052,7855,6343,4689,15,1,55838.023663154796
4046,233691,233691,2547429,7,Gary Larson,1984,The Far Side Gallery 3,eng,4.45,24199,24310,95,102,279,2602,6971,14356,22,1,36153.40269436446
4047,52397,52397,59258,33,Octavia E. Butler,1993,"Parable of the Sower (Earthseed, #1)",eng,4.14,25577,28283,2689,346,1013,4698,10578,11648,36,1,58092.19918749779
4048,11872242,11872242,16829865,47,"James Patterson, Maxine Paetro",2012,"11th Hour (Women's Murder Club, #11)",eng,4.02,22697,29552,1792,163,979,6872,11771,9767,36,2,69500.67251082837
4049,13151129,13151129,18329141,19,"Orson Scott Card, Aaron Johnston",2012,"Earth Unaware (The First Formic War, #1)",en-US,3.91,27961,29693,1214,1429,1471,5731,10678,10384,40,2,61423.65856026673
4050,687278,687278,2464740,48,Pema Chödrön,1996,When Things Fall Apart: Heart Advice for Difficult Times,eng,4.29,20761,23012,1315,339,652,2891,7237,11893,56,1,38592.87408656353
4051,9999107,9999107,14894050,38,Daisy Goodwin,2010,The American Heiress,eng,3.41,23992,28874,3901,810,3518,11240,9569,3737,20,1,78226.05712197826
4052,659612,659612,3311896,62,V.C. Andrews,1984,"Seeds of Yesterday (Dollanganger, #4)",en-US,3.81,27307,29465,610,543,2413,8338,8977,9194,37,1,65210.370156117424
4053,140131,140131,135094,4,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",1948,The Three Little Pigs (Disney Classic),eng,4.19,25466,25545,136,354,1126,5095,5601,13369,38,4,39593.806754746525
4054,60431,60431,58792,1,Andy Goldsworthy,1990,Andy Goldsworthy: A Collaboration with Nature,eng,3.95,20745,20745,105,1378,1383,3470,5096,9418,45,1,32188.219944564957
4055,608287,608287,1033961,37,Denis Johnson,1992,Jesus' Son,eng,4.15,20120,22546,1651,362,959,3507,7746,9972,10,1,43067.361478754545
4056,13573622,13573622,19154615,27,Vince Flynn,2012,"The Last Man (Mitch Rapp, #13)",en-US,4.34,21240,25127,1303,123,397,2930,9103,12574,30,1,45879.842089385915
4057,9503,9503,1223399,64,Amy Tan,2005,Saving Fish from Drowning,eng,3.41,24579,26060,2586,1247,3379,8927,8374,4133,25,1,65792.20297774367
4058,13547381,13547381,19112521,28,Lisa Genova,2012,Love Anthony,eng,3.94,22838,25772,3736,292,1335,5892,10348,7905,12,1,61451.473641160956
4059,641604,641604,155235,46,Seth Godin,2003,Purple Cow: Transform Your Business by Being Remarkable,eng,3.78,25230,26362,862,1247,1953,6239,8792,8131,55,1,56549.32218192853
4060,16131489,16131489,27238158,56,Rick Yancey,2016,"The Last Star (The 5th Wave, #3)",eng,3.64,30324,36016,5377,1076,3951,10593,11769,8627,32,1,85685.83766215015
4061,744615,744615,730764,24,"Bryan Lee O'Malley, Steve Buccellato",2007,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",eng,4.32,27532,28873,808,137,463,3629,10445,14199,55,2,53462.77887161016
4062,426825,426825,69653,48,Leon Uris,1970,QB VII,eng,4.17,24396,25082,321,138,619,4520,9339,10466,6,1,52022.25635674986
4063,24876258,24876258,24239884,19,Jim Butcher,2015,"The Aeronaut's Windlass (The Cinder Spires, #1)",eng,4.18,20845,25887,3252,306,863,3593,10293,10832,47,1,53377.27216981497
4064,23529,23529,191464,37,"Alan Moore, Eddie Campbell, Pete Mullins",1999,From Hell,eng,4.16,23971,26658,1246,397,1186,4184,8876,12015,9,3,50037.4135449021
4065,86321,86321,1587685,67,Nora Roberts,2005,"Black Rose (In the Garden, #2)",eng,4.03,29058,31458,728,180,1229,7135,11681,11233,30,1,70412.81539640155
4066,65910,65910,553563,39,Lisa Gardner,1997,"The Perfect Husband (Quincy & Rainie, #1)",eng,4.01,26578,29902,1209,464,1284,6266,11450,10438,41,1,66707.75536820281
4067,113310,113310,268923,102,Katherine Neville,1988,The Eight (The Eight #1),eng,3.92,22928,27460,2199,762,1913,5690,9488,9607,24,1,58091.66927166788
4068,1499952,1499952,1710545,352,Jean Webster,1912,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",eng,4.09,20889,28710,2796,363,1090,5527,10283,11447,37,1,59536.083556252175
4069,161887,161887,2079577,26,Edith Pattou,2003,East,en-US,4.14,30596,32563,1966,435,1332,5793,10588,14415,4,1,61966.3534017136
4070,127584,127584,2000164,73,Anne McCaffrey,1971,"Dragonquest (Pern, #2)",en-US,4.09,31971,34688,604,127,987,7335,13438,12801,22,1,77609.93516259224
4071,357636,357636,848942,156,"Sigmund Freud, James Strachey, Peter Gay",1930,Civilization and Its Discontents,en-US,3.76,21447,24217,700,816,2057,6382,7918,7044,32,3,54121.21435024983
4072,12394068,12394068,17375206,88,James Bowen,2012,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,eng,3.96,17971,27131,3539,483,1507,5973,9814,9354,73,1,59711.683858317054
4073,17411703,17411703,23680376,32,J. Kenner,2013,"Complete Me (Stark Trilogy, #3)",eng,4.23,32212,36155,1570,307,1244,5470,12116,17018,31,1,67061.58347808049
4074,19288321,19288321,26474462,29,Robin Hobb,2014,"Fool's Assassin (The Fitz and the Fool, #1)",eng,4.35,15601,26014,2030,244,571,2645,8842,13712,43,1,44207.985503959404
4075,31979,31979,154982,21,"Joss Whedon, John Cassaday",2004,"Astonishing X-Men, Volume 1: Gifted",eng,4.17,22373,22949,532,405,730,3667,7949,10198,35,2,43858.39188330646
4076,5152561,5152561,5219564,36,Melissa Marr,2009,"Fragile Eternity (Wicked Lovely, #3)",en-US,3.83,37303,38998,1839,797,2965,10444,12617,12175,36,1,86938.39097748602
4077,11227041,11227041,16152936,17,Kristen Ashley,2011,"The Gamble (Colorado Mountain, #1)",en-GB,4.29,42242,45047,3132,748,1211,5093,15053,22942,34,1,77171.836451484
4078,32628,32628,942597,44,Clive Barker,1989,The Great and Secret Show (Book of the Art #1),eng,4.05,23328,25025,546,399,1112,4958,8897,9659,46,1,52292.97987012987
4079,29,29,2170063,28,Bill Bryson,1990,The Mother Tongue: English and How It Got That Way,en-US,3.95,24133,26951,1993,333,1280,6050,10985,8303,50,1,64322.49038811176
4080,1918305,1918305,3344773,34,Eric    Weiner,2008,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,en-US,3.83,23023,25025,3099,439,1553,6370,10237,6426,79,1,62730.113916083916
4081,231,231,1005335,53,Tom Wolfe,2004,I am Charlotte Simmons,en-US,3.4,19293,21580,1891,1481,2886,6557,6890,3766,22,1,51526.272567191845
4082,25564665,25564665,44707128,35,Elle Kennedy,2015,"The Mistake (Off-Campus, #2)",eng,4.15,37148,43538,4083,295,1242,7194,17848,16959,28,1,95169.09760898525
4083,73089,73089,2617385,51,Susan Elizabeth Phillips,2005,"Match Me If You Can (Chicago Stars, #6)",eng,4.13,33805,35692,1458,317,1120,6368,13587,14300,39,1,75381.13325002803
4084,59830,59830,3153342,75,Nora Roberts,2001,"Heaven and Earth (Three Sisters Island, #2)",eng,4.13,28103,31458,788,142,922,6184,11519,12691,43,1,66336.14713395639
4085,32430,32430,260358,79,Dean Koontz,1989,The Bad Place,en-US,3.86,26848,28135,571,419,1576,7704,10137,8299,13,1,66398.33485338546
4086,17204568,17204568,21490715,27,Tracy Brogan,2012,"Crazy Little Thing (Bell Harbor, #1)",en-US,3.8,23854,24394,1875,556,1581,6545,9181,6531,36,1,58970.13864884808
4087,187812,187812,3186888,42,Meg Cabot,2005,Avalon High,eng,3.8,37402,39658,2063,773,3194,10929,12930,11832,11,1,90127.29175450098
4088,3609763,3609763,3652514,35,Stephenie Meyer,2011,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",en-US,4.23,24065,25092,851,631,1246,4040,5055,14120,66,1,34208.04364578351
4089,297135,297135,1563523,57,Kristin Hannah,2001,Summer Island,eng,3.97,22598,25494,1215,199,958,6037,10390,7910,13,1,61393.52134541461
4090,64023,64023,1286037,53,Richard J. Foster,1978,Celebration of Discipline: The Path to Spiritual Growth,en-US,4.18,23026,24048,696,488,886,3673,7807,11194,55,1,43537.50742847638
4091,517188,517188,6132856,103,Muriel Spark,1961,The Prime of Miss Jean Brodie,eng,3.76,26538,31014,1752,638,2371,8614,11577,7814,29,1,76259.01975365965
4092,138202,138202,2975988,19,Megan McCafferty,2001,"Sloppy Firsts (Jessica Darling, #1)",eng,3.94,31757,32540,1822,881,1978,6964,11000,11717,35,1,67972.7403995083
4093,13477676,13477676,19008613,37,Matthew Quick,2013,"Forgive Me, Leonard Peacock",eng,3.93,27647,31077,4658,627,1848,6689,11947,9966,27,1,70929.53343662515
4094,39963,39963,1207111,31,Richard Peck,1998,"A Long Way from Chicago (A Long Way from Chicago, #1)",eng,3.92,27642,28541,2041,834,1790,6251,9708,9958,53,1,60336.66450790091
4095,5575,5575,3035972,68,James Patterson,1980,Cradle and All,eng,3.87,25426,27288,835,598,1605,7040,9474,8571,14,1,61633.440470536494
4096,514313,514313,502278,47,Ben Mezrich,2002,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,eng,3.87,16455,19852,1739,158,885,5199,8785,4825,92,1,52354.08524279669
